query_id,document_id,crowd_rel_ternary
615,898924,0
630,899018,1
635,900159,2
379,900664,0
342,900861,1
428,900922,0
404,900944,1
658,901201,1
334,901500,1
343,901561,0
429,901653,0
303,901862,1
630,901957,1
340,902388,0
301,902421,1
438,902695,1
429,902761,1
631,902864,1
639,903164,1
379,903274,1
442,903350,0
340,903494,0
437,903827,0
322,903941,1
629,904058,1
379,904194,0
363,904214,0
391,904680,1
358,904829,0
654,904869,1
698,905324,0
345,905353,0
395,905467,0
689,905677,0
325,905700,1
674,905706,0
405,905745,0
624,906288,0
672,906327,1
439,906383,1
436,906697,0
635,907001,0
433,907290,0
361,907346,1
438,907607,1
333,907881,1
412,908036,0
341,908036,1
653,908533,0
350,908976,0
371,909174,0
399,909756,1
377,909861,1
612,909929,0
697,910080,0
324,910198,0
624,910282,1
636,910358,0
306,910435,1
340,910435,0
699,910595,0
394,910810,0
636,911069,0
636,911360,1
697,911865,0
346,912255,1
346,912256,1
346,912260,0
311,912433,1
394,912598,2
659,912606,2
393,912625,1
402,912907,1
646,913000,1
433,913128,0
608,913268,1
425,913707,1
358,913863,1
630,913998,1
694,914358,0
367,914770,1
620,914966,0
450,915208,1
672,915299,1
646,915394,1
635,915507,1
313,915604,0
353,915856,0
391,916021,0
377,916127,0
438,916350,0
438,916374,1
395,916374,1
427,916412,1
449,916494,0
330,916651,0
438,916762,0
395,916762,1
355,916776,1
363,916949,0
363,916966,1
408,917137,1
377,917276,0
443,917510,0
362,917618,0
605,917836,0
309,917889,0
444,918005,0
356,918568,0
442,918612,0
386,918674,0
361,918734,1
325,918806,1
700,918856,1
407,919016,1
682,919179,0
428,919208,1
672,919293,1
304,919393,1
325,919493,1
426,919576,1
389,919740,0
325,919922,1
692,919948,0
387,919973,0
345,920338,0
325,920343,1
437,920517,0
325,920563,1
609,920697,1
328,921029,0
322,921085,1
424,921091,0
342,921349,1
337,921351,0
377,921465,1
401,921803,1
657,922046,0
332,922259,1
360,922883,0
390,922883,1
361,923192,0
363,923254,1
626,923254,1
448,923390,1
441,923498,0
655,923498,1
406,923498,0
429,923498,0
668,923498,1
604,923498,0
605,923498,0
402,923498,1
310,923498,0
659,923498,0
380,923498,1
333,923498,0
390,923498,0
339,923498,0
626,923509,1
672,923579,0
320,923696,0
398,923898,1
419,923906,0
323,923920,0
438,924074,0
426,924205,1
370,924825,0
302,924839,1
364,924917,1
443,925027,1
322,925712,0
405,925803,1
699,926333,0
360,926438,1
682,926549,1
656,926773,1
391,926819,0
332,926987,1
368,927032,1
691,927042,1
421,927178,1
678,927492,0
661,927853,1
403,927862,1
679,928477,1
373,928549,1
334,928549,1
643,928633,1
636,928655,0
328,928679,1
404,928743,0
687,928743,1
683,928756,1
433,929256,0
658,929399,0
690,929414,1
639,929426,1
314,929626,0
386,929996,1
309,930219,1
670,931797,1
301,931828,1
679,932333,0
435,932573,1
614,933052,1
680,933500,1
370,933607,0
363,933639,0
323,933666,1
682,933824,0
314,934037,0
340,934115,0
642,934819,1
306,935046,1
603,935052,0
379,935113,0
366,935269,1
623,935269,0
674,935652,1
309,935778,0
322,935778,1
693,935946,0
404,936058,1
603,936288,1
340,936722,1
691,937379,0
435,937558,1
324,937584,1
437,937590,1
410,937600,0
391,937612,1
603,937733,1
425,937944,1
603,937950,1
339,938494,1
635,938512,1
345,938969,0
322,939110,0
301,939110,0
356,939133,0
373,939427,1
334,939427,0
619,939477,0
637,939480,1
361,939496,1
361,939497,1
361,939498,0
361,939499,1
387,939618,0
369,940217,1
346,940737,0
345,940783,0
393,940953,0
327,941223,1
372,941342,1
363,941661,1
391,941678,0
302,941712,0
323,941763,1
690,942034,0
389,942379,0
650,942424,1
398,942815,0
441,943168,0
429,943341,0
672,943412,0
651,943920,0
437,943950,0
367,944052,1
645,944052,1
363,944171,1
635,944547,0
315,944912,0
417,945188,0
685,945580,0
338,945608,1
370,945818,1
398,945820,1
603,945824,0
354,946188,0
670,946243,1
383,946527,0
417,946527,0
400,946607,1
635,946714,1
421,946892,1
603,947036,1
606,947068,1
349,947089,0
303,947462,1
386,947622,1
327,947683,0
354,947775,1
363,947813,0
369,948022,1
690,948291,0
397,948318,1
315,948684,0
379,949215,0
340,949219,1
343,949263,1
380,949443,0
684,949971,1
684,949973,1
397,949997,0
340,950074,1
383,950153,1
367,950261,1
383,950325,1
603,950516,1
344,950644,1
606,950792,0
340,950792,1
693,950834,0
358,951100,1
429,951490,1
648,951521,0
693,951660,0
443,951668,0
425,951809,1
422,951825,1
424,951896,1
386,952097,0
642,952184,1
371,952186,1
312,952690,1
305,952726,1
361,952888,1
353,953091,0
334,953160,1
308,953166,0
633,953184,0
335,953213,1
356,953290,0
363,953407,0
309,953907,0
406,953953,1
310,954185,1
637,954383,1
430,954531,1
609,954531,1
406,954580,1
690,954627,1
310,954672,0
690,954708,1
689,954995,1
406,955140,0
391,955140,0
684,955162,1
646,955302,1
640,955343,0
438,955401,1
414,955401,1
310,955425,0
602,955438,0
442,955537,1
448,955709,0
441,955763,0
406,955763,0
429,955763,0
604,955763,0
350,955793,0
655,955856,1
655,955986,0
655,955987,0
655,955989,2
337,956042,0
625,956047,1
609,956114,1
437,956156,0
399,956507,0
340,956551,0
640,956673,1
376,956777,0
370,956890,2
409,956956,1
390,957225,0
381,957234,0
433,957242,0
345,957500,1
326,957651,0
343,957925,2
643,958246,0
380,958265,0
340,958482,2
429,958777,0
315,958980,1
379,959337,1
340,959524,0
340,959681,1
340,959682,0
340,959683,1
364,959720,1
653,960260,0
429,960334,0
305,960575,2
305,960578,0
305,960579,1
427,960922,0
305,961087,0
393,961757,0
671,961813,0
310,962255,0
370,962422,2
612,962605,0
440,962958,2
327,962958,1
371,962980,1
654,963100,0
362,963344,1
337,963479,2
346,963569,0
381,963668,1
609,963670,0
674,963972,1
379,964084,0
340,964141,0
386,964285,0
379,964286,0
322,964391,0
340,964627,2
374,964627,2
367,964822,0
645,964822,0
340,965012,0
417,965017,1
340,965073,1
393,965129,0
360,965477,0
374,965516,0
340,965578,1
690,965812,0
629,965844,0
660,966046,1
325,966096,0
390,966169,0
358,966301,1
628,966401,0
404,966510,1
400,966659,0
400,966660,1
400,966661,1
391,966685,0
409,966818,0
678,967322,0
301,967465,0
362,967545,0
321,967752,0
372,967876,0
361,968163,1
359,968166,0
301,968670,1
409,968724,0
319,968730,0
315,968742,0
409,968819,1
639,969809,0
635,970085,0
635,970086,0
681,970096,0
409,970166,1
440,970863,0
689,970926,2
371,970967,1
381,970967,1
691,971015,0
301,971174,0
371,971309,1
403,971387,0
688,971515,0
359,971570,0
435,971724,1
377,972334,0
377,972336,0
679,972338,1
689,972443,0
691,972471,0
630,972626,0
407,972670,0
676,972831,1
449,972945,0
371,973011,2
381,973011,1
416,973026,1
307,973026,0
379,973283,0
416,973400,2
359,973573,0
625,973585,0
363,973603,1
436,973603,1
668,973674,0
416,974140,0
357,974199,0
330,974199,0
446,974202,0
610,974234,0
401,974713,0
371,974722,1
381,974722,1
308,974817,0
327,975020,1
446,975400,1
619,975558,0
348,975561,0
406,975623,0
694,975646,0
609,975841,1
402,975868,0
307,976071,1
640,976163,0
366,976166,1
619,976273,1
400,977022,1
660,977139,1
336,977224,1
422,977447,0
676,977454,0
356,977697,1
394,977921,0
619,977996,0
700,978029,0
661,978686,1
619,978733,1
332,978857,2
361,979139,1
676,979255,1
311,979484,0
646,979914,0
435,980078,1
435,980079,0
435,980081,1
435,980082,0
695,980092,0
601,980661,2
435,980661,1
367,980684,0
645,980684,0
388,980843,1
410,980866,1
345,981098,1
405,981136,0
316,981269,0
321,981369,0
335,981596,0
368,981600,0
371,982166,0
667,982377,1
383,983051,1
355,983056,0
399,983056,1
677,984009,1
437,984016,0
327,984026,0
639,984485,1
410,984600,1
611,984600,1
388,984668,0
379,984686,2
379,984687,0
379,984688,0
379,984689,0
386,984689,0
336,984759,0
428,985009,0
439,985314,0
371,985385,0
381,985385,1
308,985619,0
338,985622,1
380,985630,0
370,985743,1
657,986078,0
625,986376,0
388,986411,0
339,986609,0
697,986623,1
314,986711,1
638,986871,1
352,986884,1
341,986959,1
351,986960,1
374,987172,0
603,987312,1
631,987400,0
368,987866,0
448,987874,1
404,988016,0
327,988288,0
639,988625,1
370,988884,2
365,989428,0
397,989658,0
359,989702,0
433,989808,0
315,990080,0
674,990121,0
442,990121,0
335,990510,1
654,990815,0
395,991186,2
442,991368,0
343,991395,2
629,991727,2
368,991954,0
318,992085,0
314,992264,0
400,992405,0
420,992485,0
395,992690,0
654,992856,0
436,992915,0
629,993683,1
644,993785,1
373,994123,1
323,994421,2
404,994559,0
436,994563,0
623,994642,0
319,994773,0
320,994874,1
404,994877,2
354,995017,1
315,995209,0
387,995652,0
305,995670,2
391,995672,0
651,995757,2
330,995766,1
345,995863,1
640,995896,1
404,996409,1
305,996458,1
409,996518,1
442,996765,1
640,996766,0
640,996828,0
383,996923,0
406,996975,0
426,997126,0
377,997189,1
404,997687,1
365,997746,1
358,998120,1
630,998234,0
409,998542,0
365,998828,0
308,998862,0
604,999041,0
358,999140,1
315,999140,0
358,999141,0
376,999287,1
622,999401,1
305,999442,0
654,999824,0
358,999856,1
315,999856,0
661,999863,1
673,999900,1
650,1000204,1
608,1000279,0
693,1000855,1
448,1000880,0
305,1001029,0
698,1001255,0
435,1001832,0
657,1002184,2
668,1002239,0
654,1002268,0
651,1002682,0
405,1002796,1
404,1002800,0
687,1002800,0
651,1002884,0
686,1002898,0
362,1003021,2
442,1003326,1
365,1004107,1
333,1004498,0
366,1004854,1
395,1004855,2
377,1005086,0
377,1005460,1
336,1005474,0
393,1005479,2
426,1005790,0
426,1005840,0
388,1005845,2
391,1005887,1
404,1005983,2
388,1006037,0
437,1006800,0
635,1006830,2
424,1006831,1
635,1006831,2
367,1006928,1
624,1006943,0
443,1006949,1
378,1006953,0
324,1007133,1
327,1007249,0
381,1007598,2
443,1007743,0
681,1007895,1
609,1007986,0
343,1008742,1
381,1008801,1
360,1008834,0
404,1008843,0
346,1008885,0
442,1008905,0
379,1009024,1
660,1009115,1
641,1009224,0
618,1009490,0
304,1009710,0
622,1010243,0
330,1010476,0
360,1010530,0
360,1010532,0
360,1010533,1
360,1010534,0
609,1010688,1
384,1010697,1
604,1010955,1
697,1011032,0
365,1011046,0
345,1011152,0
329,1011426,1
623,1011737,1
424,1011944,0
345,1011957,0
324,1011967,0
345,1011974,0
610,1011989,0
345,1012059,0
449,1012080,0
333,1012080,0
395,1012085,0
355,1012194,0
437,1012451,1
410,1012480,1
360,1012508,1
421,1012546,0
371,1012548,0
389,1012665,0
623,1012820,0
318,1012943,0
417,1013115,0
400,1013462,2
700,1013466,0
680,1013477,1
688,1013478,0
428,1013603,0
431,1013609,2
650,1013781,0
393,1013790,0
410,1013949,1
387,1014125,0
305,1014246,1
314,1014369,0
641,1014369,1
680,1014503,0
680,1014504,0
314,1014509,0
641,1014509,0
606,1014682,0
698,1014868,0
418,1015145,0
389,1015342,0
417,1015386,0
611,1015595,0
389,1015702,0
399,1015884,0
356,1016080,0
677,1016266,0
340,1016321,1
338,1016404,1
687,1016633,0
623,1016973,0
387,1017087,0
340,1017200,1
687,1017810,1
646,1017890,0
607,1017901,1
383,1018174,0
383,1018299,0
345,1018466,0
432,1018529,2
377,1018596,1
649,1018753,1
340,1018830,0
699,1018945,0
432,1019109,1
396,1019300,1
315,1019390,0
656,1019616,1
690,1019664,0
680,1019800,1
318,1019921,0
642,1019955,0
406,1020178,0
617,1020283,0
630,1020321,1
363,1020397,0
620,1020548,0
615,1020642,2
445,1020872,0
417,1020876,0
442,1021253,0
370,1021255,0
604,1021258,1
682,1021270,0
402,1021310,2
448,1021743,0
672,1021964,0
432,1022106,2
680,1022107,0
672,1022171,0
371,1022240,0
305,1022263,0
389,1022426,0
689,1023043,0
700,1023059,0
635,1023115,1
421,1023448,0
373,1023509,1
652,1023516,0
306,1023522,0
305,1023532,0
657,1023534,1
685,1023556,0
632,1023974,1
603,1023977,0
362,1024100,1
440,1024163,1
391,1024599,0
370,1024689,0
415,1024689,0
603,1024693,0
332,1024983,1
693,1024999,0
642,1025198,0
334,1025636,0
670,1026335,1
417,1027055,1
422,1027160,1
320,1027302,1
367,1027308,0
645,1027308,0
433,1027420,0
700,1027479,1
670,1028531,1
680,1028545,0
699,1028773,0
370,1028912,1
657,1029144,0
329,1029523,0
441,1029646,1
428,1029796,0
645,1029958,1
349,1030026,1
432,1030162,1
354,1030358,0
671,1030509,1
622,1030512,2
306,1030539,0
322,1030699,0
428,1030794,0
440,1031343,1
442,1031456,0
379,1031820,0
657,1031837,0
362,1031838,1
428,1031998,0
437,1032138,0
373,1032212,1
362,1032418,0
318,1032497,0
314,1032519,0
687,1032533,0
334,1032558,1
391,1032646,0
415,1032796,0
367,1033247,1
409,1033439,0
376,1033439,0
685,1033498,0
326,1033604,0
414,1033647,1
344,1033699,0
409,1033742,2
409,1033756,2
368,1033787,0
615,1033846,0
312,1033853,0
330,1033956,0
429,1034022,0
409,1034053,0
377,1034457,1
696,1034519,0
442,1034560,0
690,1034629,0
428,1034630,1
438,1034645,0
395,1034645,1
371,1034647,0
610,1034889,0
608,1034964,2
306,1034966,1
696,1035698,2
372,1035951,1
654,1036198,1
422,1036665,1
314,1036687,0
639,1037174,1
651,1037373,0
650,1037400,0
406,1037410,0
370,1037459,0
623,1037490,0
435,1037514,0
325,1037780,1
696,1037816,1
608,1038034,2
332,1038042,0
650,1038042,0
667,1038264,0
392,1038769,0
627,1038903,0
675,1039160,0
308,1039245,1
314,1039418,2
624,1039525,0
408,1039566,0
448,1039670,0
687,1039798,0
319,1039815,0
345,1040343,1
373,1040422,0
334,1040422,0
431,1040424,0
310,1040542,1
344,1040660,0
437,1040778,0
449,1040918,0
449,1040919,0
333,1040919,1
416,1041188,0
327,1041350,0
343,1041398,1
345,1041664,0
416,1041731,1
358,1042278,1
683,1042496,0
446,1042578,1
436,1042628,0
427,1042717,1
373,1043047,0
334,1043047,1
605,1043062,0
634,1043064,0
649,1043520,2
659,1043615,0
361,1044376,2
371,1044404,1
344,1044632,0
321,1044873,0
615,1045224,0
308,1045328,0
308,1045329,0
612,1045385,0
627,1045435,0
391,1045555,0
391,1045612,0
419,1045764,0
439,1045917,0
326,1045964,0
408,1046302,0
335,1046318,1
391,1046590,0
606,1046681,0
690,1046969,0
635,1047086,0
373,1047122,0
334,1047122,0
414,1047308,0
652,1047437,0
372,1047842,0
651,1048086,0
436,1048102,1
381,1048230,1
424,1048659,0
392,1048676,0
631,1048707,0
634,1048776,1
689,1048861,1
671,1048884,0
610,1049214,0
424,1049347,0
346,1049434,0
627,1049678,0
367,1050607,1
645,1050607,0
442,1050677,0
407,1051190,0
368,1051510,0
302,1051718,1
654,1052661,0
303,1052688,0
326,1053062,0
302,1053156,0
428,1053438,0
653,1053536,1
429,1053613,1
365,1053710,1
374,1054011,1
418,1054107,1
374,1054210,1
658,1054277,1
428,1054277,2
374,1054608,1
442,1054657,0
404,1055072,0
327,1055264,1
635,1055489,1
301,1055614,0
639,1055787,1
654,1056200,0
328,1056213,0
635,1056307,0
608,1056461,2
394,1056789,0
319,1056857,0
688,1056865,0
606,1056918,0
391,1056937,0
344,1057029,0
394,1057716,1
639,1057777,0
335,1057900,1
335,1057903,1
624,1058259,0
354,1058677,1
421,1058699,1
684,1059141,1
684,1059222,1
354,1059386,0
306,1059494,0
678,1059535,0
639,1059811,1
408,1059875,0
408,1059957,1
393,1060085,1
328,1060184,0
355,1060394,0
684,1060586,0
627,1060683,1
366,1060849,0
361,1060903,1
361,1060904,1
419,1060967,0
324,1061282,0
440,1061712,1
361,1061712,0
368,1062132,1
617,1062383,0
684,1062404,0
320,1062669,0
608,1062741,0
611,1062884,1
344,1062960,0
368,1062970,0
437,1062986,1
664,1063217,0
639,1063384,0
345,1063550,0
404,1063752,0
687,1063752,1
642,1064010,0
353,1064013,1
606,1064145,1
684,1064241,0
397,1064448,0
393,1064676,1
424,1064683,1
393,1064683,2
635,1064683,1
420,1064793,0
635,1064877,0
332,1065002,1
411,1065305,0
347,1065730,0
690,1065767,0
684,1065864,0
411,1065873,2
424,1065947,1
635,1065971,1
635,1066647,0
674,1066806,0
649,1066860,1
661,1067206,0
374,1067458,1
379,1067824,0
440,1068564,1
424,1068651,0
379,1068802,2
386,1068802,1
664,1069064,0
697,1069426,0
608,1069770,0
369,1070140,0
327,1070192,2
393,1070383,1
309,1070731,1
422,1070825,0
343,1071419,0
409,1071724,0
426,1071779,0
337,1071996,1
607,1072004,0
422,1072119,0
301,1072202,0
397,1072617,0
604,1072694,1
368,1072930,1
368,1072932,0
688,1073120,0
617,1073393,1
371,1073442,0
393,1073629,0
370,1073643,0
389,1073757,0
449,1073773,0
333,1073773,0
400,1073903,1
639,1073936,0
626,1074353,0
617,1075007,1
303,1075491,1
305,1075574,0
424,1075838,0
667,1076070,0
325,1076518,0
337,1076563,0
376,1076605,0
324,1076808,0
437,1077141,0
421,1077870,0
346,1078276,0
646,1078962,0
634,1079153,0
414,1079437,0
426,1079609,0
353,1079782,1
646,1079831,0
367,1080059,0
654,1080282,1
328,1080658,0
437,1081148,0
409,1081223,1
326,1081416,0
610,1081686,0
365,1081723,0
421,1081858,1
335,1081911,0
679,1081911,1
362,1081949,1
361,1081984,1
335,1082156,0
679,1082156,1
679,1082157,1
333,1082338,1
652,1082602,0
344,1082623,0
648,1082659,1
335,1082814,0
679,1082814,0
335,1082815,0
679,1082815,0
650,1082846,0
306,1082920,0
450,1082967,0
646,1083053,0
448,1083289,0
441,1083295,1
604,1083295,0
379,1083301,1
441,1083496,0
655,1083496,0
406,1083496,0
429,1083496,0
668,1083496,0
604,1083496,1
605,1083496,0
396,1083496,0
310,1083496,0
659,1083496,0
380,1083496,0
333,1083496,0
390,1083496,0
339,1083496,0
361,1083498,0
652,1083620,0
450,1083761,0
450,1083969,1
328,1084023,0
369,1084203,0
450,1084366,0
450,1084367,1
448,1084371,0
432,1084412,0
603,1084591,1
317,1085071,1
370,1085197,0
327,1085337,0
326,1085541,0
322,1085560,0
618,1085668,0
409,1086022,1
611,1086423,0
639,1086863,0
400,1087121,0
692,1087334,0
398,1087344,1
426,1087960,1
360,1087961,0
674,1088610,0
426,1088982,0
446,1089119,0
432,1089131,1
693,1089429,0
345,1089468,1
315,1089656,0
424,1089744,0
678,1090239,1
417,1090449,0
370,1090893,0
326,1090896,0
432,1091325,1
354,1091374,0
363,1091388,1
683,1091728,0
353,1091850,0
666,1091915,1
387,1092309,1
629,1092466,0
449,1092486,1
333,1092486,0
345,1092491,0
323,1092624,1
345,1092705,1
449,1092779,0
438,1092811,0
443,1092881,1
690,1093014,0
417,1093120,0
371,1093583,0
383,1093687,1
414,1093695,1
374,1093703,2
318,1093705,1
316,1093920,1
316,1093921,0
316,1093922,2
316,1093923,1
402,1093927,0
639,1094375,1
639,1094389,1
687,1094400,0
382,1094556,0
655,1094645,0
319,1094809,1
351,1094873,0
386,1094893,2
325,1094902,2
620,1094917,0
393,1095035,2
635,1095035,1
383,1095126,0
435,1095218,0
424,1095445,0
393,1095445,1
635,1095445,0
342,1095513,0
411,1095926,0
424,1095993,0
635,1096375,0
635,1096376,0
635,1096377,0
635,1096378,0
641,1096388,1
416,1096590,0
678,1096739,0
310,1096838,0
629,1096863,0
358,1097085,1
649,1097187,0
657,1097243,1
332,1097494,0
345,1097587,0
608,1097608,0
335,1097796,0
606,1098081,0
353,1098236,0
603,1098265,1
442,1098406,2
401,1098892,0
629,1099121,0
326,1099377,0
311,1099448,1
608,1099504,1
447,1099608,1
417,1099902,0
423,1100239,2
344,1100347,1
393,1100378,1
635,1100378,1
688,1100468,0
393,1100687,2
635,1100688,1
311,1100709,1
652,1100802,1
651,1100824,1
424,1101303,0
435,1101459,0
635,1101617,1
433,1101769,0
664,1101987,0
432,1102032,1
345,1102183,1
615,1102184,0
378,1102362,0
417,1102822,0
386,1102822,0
441,1102829,0
320,1103073,1
649,1103168,1
665,1103291,1
324,1103750,0
432,1103975,0
383,1104017,1
428,1104721,0
391,1104959,0
662,1105093,1
343,1105126,2
378,1105214,0
432,1105314,0
424,1105539,1
370,1105653,0
633,1105673,0
629,1105739,0
417,1105748,1
448,1105798,0
348,1105987,0
418,1106023,0
374,1106056,2
636,1106369,1
346,1106388,0
352,1106457,1
633,1106457,2
354,1106613,1
315,1106639,0
389,1106789,1
441,1106831,1
633,1107029,0
321,1107029,0
633,1107030,1
633,1107031,1
606,1107191,1
624,1107274,0
307,1107582,1
440,1107619,1
308,1107666,1
606,1107963,0
683,1108108,1
633,1108110,0
696,1108146,0
607,1108152,1
370,1108319,1
370,1108423,0
367,1108464,0
638,1108682,0
346,1108765,0
397,1108834,0
624,1109224,1
401,1109275,0
652,1109857,0
423,1109989,0
417,1110091,0
303,1110406,0
428,1110672,0
378,1110904,1
416,1111014,0
378,1111048,1
654,1111318,1
683,1111508,1
683,1111681,0
699,1112116,0
331,1112269,0
665,1112269,1
642,1112273,0
639,1112336,0
431,1112337,1
392,1112337,1
344,1112354,0
306,1112696,0
633,1112950,0
655,1113120,1
446,1113224,1
671,1113411,0
383,1113478,1
317,1113502,0
344,1113502,1
605,1113531,1
643,1113602,0
383,1113668,0
371,1113668,0
383,1113669,1
373,1114018,1
649,1114059,1
383,1114121,1
631,1115138,2
403,1115185,1
640,1115364,0
637,1115463,0
435,1115594,1
616,1115821,0
334,1115876,0
374,1116104,1
649,1116155,1
344,1116169,0
649,1116386,0
440,1116389,1
327,1116389,1
440,1117010,0
625,1117073,0
664,1117179,1
689,1117201,0
394,1117330,1
656,1117374,0
657,1117626,1
657,1117628,2
656,1117772,0
414,1117788,0
331,1117839,1
657,1117909,1
657,1117910,0
657,1118184,1
344,1119259,0
611,1119971,0
654,1120290,0
353,1120307,1
621,1120902,2
332,1120944,0
684,1121150,0
393,1121204,0
643,1121368,2
307,1121368,0
397,1121423,0
603,1122099,1
414,1122228,0
314,1122695,0
603,1122813,1
668,1122825,0
670,1123144,0
670,1123145,1
670,1123146,0
659,1123327,0
329,1123360,0
605,1123491,1
689,1123529,0
441,1123607,0
404,1123728,0
358,1123924,1
659,1124457,1
361,1124816,0
322,1124939,1
417,1125070,0
361,1125286,1
685,1125346,0
648,1125470,1
648,1125471,0
659,1125513,0
426,1126029,0
337,1126109,0
640,1126131,0
647,1126270,1
640,1126364,0
378,1126366,1
322,1126527,0
698,1126670,1
350,1126835,0
686,1127147,2
344,1127640,0
364,1127713,0
440,1127715,0
633,1127751,0
379,1128203,1
436,1128219,2
696,1128342,0
424,1128499,2
370,1129259,1
379,1129279,0
347,1129355,0
427,1129572,0
684,1129853,1
621,1129993,0
633,1130369,0
646,1130460,1
325,1130820,0
383,1130929,0
353,1131046,1
363,1131229,1
315,1131229,1
449,1131281,0
680,1131401,0
379,1132339,0
681,1132388,1
646,1132417,2
638,1132436,0
354,1132570,0
319,1132662,0
449,1132832,2
409,1132850,1
656,1132941,0
656,1132942,1
405,1133239,0
636,1133370,0
602,1133842,0
440,1134117,1
440,1134118,0
440,1134119,0
440,1134120,1
442,1134228,2
383,1134377,0
645,1134384,0
418,1134449,0
325,1134927,0
450,1135262,0
386,1135313,0
633,1135395,1
309,1135498,0
373,1136395,1
422,1136639,0
340,1136641,1
325,1136701,1
387,1136752,0
615,1137657,1
606,1137694,0
380,1137953,1
610,1137984,0
345,1137991,0
376,1138334,0
309,1138995,1
675,1139034,0
610,1139129,0
356,1139352,2
354,1139719,1
612,1139763,0
603,1139843,0
660,1140638,0
391,1140819,1
318,1140898,0
403,1141096,0
349,1141096,0
380,1141170,1
339,1141170,0
414,1141208,0
696,1141577,0
319,1141622,2
382,1141622,1
339,1141710,0
643,1141885,0
643,1141886,0
643,1141887,0
603,1141899,0
322,1142067,1
408,1142353,1
617,1142810,1
662,1143098,1
664,1143128,1
431,1143157,1
392,1143157,2
306,1143399,0
371,1143459,0
647,1143483,0
381,1143597,0
429,1143923,0
352,1144406,1
666,1144406,1
647,1144679,0
439,1144899,1
435,1144904,0
371,1144977,0
448,1144991,0
406,1145140,1
379,1145266,0
667,1145585,0
603,1145781,0
301,1145789,0
639,1146094,1
435,1146145,0
344,1146244,1
435,1146308,1
442,1146476,0
630,1146517,0
443,1146561,0
417,1146570,1
361,1146779,0
308,1147073,0
397,1147197,0
698,1147294,0
343,1147305,1
424,1147374,0
630,1147955,1
397,1147961,1
328,1148021,0
396,1148123,0
643,1148394,1
642,1148558,0
305,1148571,0
428,1148786,0
635,1148849,1
672,1149252,0
635,1149257,0
379,1149570,0
386,1149570,0
386,1149571,1
376,1149736,0
679,1149932,0
399,1150049,0
341,1150200,0
380,1150539,1
449,1151432,0
355,1151767,0
655,1152049,1
352,1152289,1
613,1152396,0
648,1152742,1
370,1152892,0
689,1152895,1
613,1153484,1
671,1154074,0
617,1154236,1
687,1154266,0
350,1154367,1
433,1154735,1
353,1154992,0
391,1155327,1
379,1155462,1
358,1156135,1
361,1156274,0
657,1156314,1
396,1156470,0
326,1156475,1
448,1156475,1
404,1156479,0
327,1156579,1
326,1156965,0
448,1156965,1
344,1157432,0
640,1157437,1
630,1157471,0
689,1157484,0
415,1157520,0
639,1158466,0
350,1158961,0
687,1159005,0
440,1159093,0
355,1159095,1
336,1160533,0
339,1160733,0
639,1160757,0
417,1160772,0
616,1160962,1
655,1161392,0
383,1161397,2
616,1161408,0
345,1161659,0
688,1161684,0
619,1161834,0
433,1161972,0
435,1162141,0
656,1162169,0
619,1162303,0
655,1162332,2
655,1162597,1
655,1162598,0
308,1162653,0
302,1162720,2
320,1162791,0
409,1162856,1
649,1163082,1
655,1163334,0
366,1163636,0
696,1163862,0
639,1163916,0
436,1164014,0
432,1164170,0
418,1164668,0
682,1164869,1
441,1165461,1
319,1165515,0
355,1165605,1
320,1165740,0
375,1167270,1
689,1167357,0
665,1167721,1
362,1168052,0
443,1168083,0
670,1168278,0
318,1168381,0
406,1168759,0
681,1169467,0
369,1169482,1
442,1169707,0
698,1170009,0
615,1170280,0
391,1170520,1
425,1171129,0
392,1171220,1
323,1171812,0
433,1172123,2
692,1172553,1
658,1172810,0
638,1172893,0
447,1172983,0
670,1173087,1
670,1173089,1
392,1173473,2
440,1174668,0
670,1174818,0
338,1174941,0
350,1175129,1
442,1175759,0
376,1175932,0
391,1176326,0
398,1176337,0
622,1176344,1
605,1176507,1
605,1176508,1
605,1176509,1
642,1176868,0
684,1177154,1
426,1177234,1
326,1177473,0
448,1177473,0
638,1177996,1
315,1178031,2
377,1178038,1
318,1178536,0
315,1178691,0
344,1178997,0
344,1178998,0
324,1179153,1
655,1179342,0
440,1179345,0
440,1179484,1
337,1179657,1
658,1180335,0
415,1180701,1
658,1180794,0
660,1180925,0
325,1181116,1
446,1181790,0
655,1181897,0
608,1182089,0
432,1182530,1
443,1182562,1
378,1182876,1
301,1182987,1
685,1183200,1
447,1183256,0
388,1183273,1
351,1184006,0
700,1184037,0
386,1184233,0
698,1184313,0
328,1184559,1
672,1184590,0
605,1184628,0
309,1185007,1
315,1185066,1
418,1185091,0
305,1185319,0
344,1185450,1
402,1185656,1
431,1185983,0
659,1186086,1
672,1186164,0
336,1186175,1
675,1186778,1
325,1187098,0
338,1187333,1
303,1187339,0
439,1187627,0
628,1187773,0
607,1187882,0
325,1187935,0
335,1188124,0
695,1188245,0
443,1188305,1
439,1188749,2
657,1188759,0
325,1188899,0
663,1189103,1
358,1189144,0
643,1189169,1
301,1189317,1
662,1189462,0
383,1189500,0
643,1189882,1
440,1189893,0
679,1189994,1
335,1189995,1
335,1189996,0
386,1190403,0
685,1190487,0
694,1190511,0
679,1190813,1
426,1190829,0
391,1191038,1
654,1191363,0
383,1191811,1
642,1191838,1
398,1192107,1
426,1192153,1
