query_id,document_id,crowd_rel_binary
353,1250827,0
344,1251341,1
436,1252489,1
620,1252791,1
620,1252794,0
347,1254252,1
367,1254841,1
310,1257780,0
356,1258169,1
350,1258561,1
397,1258756,1
378,1258946,1
416,1259393,0
307,1259393,0
344,1260914,1
375,1261414,0
325,1262473,0
350,1263782,0
362,1264072,0
435,1264681,1
325,1266191,1
614,1266995,0
375,1267717,1
419,1269288,0
310,1270299,0
400,1271117,0
325,1271726,1
363,1273136,1
690,1273874,1
690,1273875,1
690,1273876,1
690,1273877,0
646,1273967,0
345,1274360,0
372,1275296,0
620,1275485,0
436,1275509,1
353,1275784,0
427,1275825,0
423,1276231,1
439,1276458,0
419,1278357,1
354,1279275,1
344,1279833,1
356,1280589,1
379,1281285,0
321,1281350,0
344,1281684,1
379,1281840,1
344,1283659,0
690,1283849,0
379,1284116,1
397,1284634,1
626,1285060,1
426,1285836,0
626,1285941,1
347,1286100,0
354,1287318,0
355,1288402,0
379,1289668,1
397,1289769,1
330,1290016,0
379,1291383,1
347,1291786,1
626,1292130,1
626,1292951,0
626,1293154,1
379,1293174,1
325,1296134,0
397,1296324,0
435,1297198,0
400,1297776,0
375,1298032,0
378,1299070,0
423,1299161,0
397,1299717,0
435,1300818,0
347,1303577,0
423,1304568,1
408,1304926,1
677,1305572,0
347,1306015,1
442,1306336,0
356,1306742,0
363,1307260,0
325,1307703,0
362,1309225,0
379,1309396,0
344,1309604,0
379,1310086,1
626,1310123,1
363,1310626,0
372,1310657,1
423,1311050,0
363,1311489,1
399,1311503,1
363,1311827,1
354,1312031,1
435,1314127,1
408,1315328,1
363,1315443,1
614,1315568,1
325,1316262,0
354,1316689,1
690,1318692,1
690,1318893,1
614,1318974,1
336,1319228,1
362,1319234,0
423,1319487,0
422,1319497,1
355,1320501,0
336,1321324,1
347,1321471,0
426,1321517,1
347,1321617,0
372,1322235,0
397,1322352,1
379,1322719,0
321,1324090,1
408,1324488,1
330,1324657,1
677,1325286,1
362,1326479,0
389,1328109,0
646,1328737,1
363,1330335,0
347,1330524,1
341,1331238,1
397,1331336,0
436,1331946,1
341,1332742,1
362,1332752,1
443,1333177,0
341,1333940,0
422,1335298,1
399,1336233,0
427,1336254,0
393,1336443,0
355,1336448,1
677,1337692,1
363,1338008,1
372,1338012,0
363,1338635,0
341,1338698,0
341,1339259,0
341,1339723,1
341,1339765,0
408,1340546,0
389,1340598,1
341,1340795,0
397,1341084,1
378,1341169,1
341,1341177,0
363,1341652,0
363,1341934,1
399,1342213,1
646,1343233,0
416,1343336,0
341,1343418,1
414,1344054,0
646,1344234,1
426,1344310,1
442,1345695,1
646,1346207,0
646,1346808,0
341,1347455,1
307,1347472,1
363,1347948,0
307,1348576,1
435,1349351,1
310,1349685,0
355,1350333,0
367,1350722,0
341,1351254,1
677,1351564,1
378,1351664,0
344,1351960,0
363,1354696,0
363,1355256,0
367,1355523,0
367,1355646,0
367,1355754,0
356,1355816,1
426,1355944,0
614,1355998,1
394,1356232,1
435,1357428,0
646,1358936,1
436,1360557,1
375,1360848,1
310,1361227,1
330,1362000,1
435,1362165,0
442,1362567,1
354,1364037,1
433,1364373,1
372,1365860,1
354,1366143,1
442,1366401,0
344,1366662,0
626,1366739,1
394,1367321,0
310,1367567,0
393,1368311,1
354,1370065,0
354,1370066,1
646,1370523,0
433,1370898,0
422,1371860,1
435,1372378,0
354,1373474,0
445,1373536,0
354,1374167,1
350,1375271,0
445,1376195,1
435,1376506,1
353,1377266,0
341,1377603,0
363,1378021,0
363,1378220,0
445,1378946,1
363,1379108,0
435,1379376,1
423,1379731,0
442,1379800,1
690,1382114,1
362,1382432,1
307,1382818,1
321,1382934,0
389,1384080,0
354,1384331,0
363,1387651,0
356,1387954,1
435,1388041,0
379,1388557,1
445,1389096,0
347,1390323,0
372,1390982,0
436,1391259,0
436,1392237,1
626,1393201,0
344,1393824,0
344,1394210,0
408,1394211,0
442,1395391,0
397,1395771,0
354,1396621,1
355,1396682,1
443,1397348,0
646,1398831,0
344,1399368,0
389,1399471,0
341,1400875,0
341,1401837,0
341,1403038,1
356,1403324,1
690,1403682,0
363,1403721,0
341,1404579,1
375,1405332,1
367,1405569,0
399,1405751,0
433,1406233,0
356,1408532,0
354,1410109,0
378,1410728,0
356,1410792,1
423,1411300,1
436,1412206,0
439,1413590,0
433,1413596,0
400,1413708,1
646,1414563,1
353,1414915,0
321,1415305,1
433,1415356,0
354,1415563,1
626,1415761,1
646,1415761,0
394,1415972,0
646,1417076,0
336,1417304,0
336,1417483,1
677,1417748,1
321,1419003,0
363,1420209,1
614,1420282,0
408,1420532,1
341,1420666,0
439,1421196,1
330,1422285,0
363,1423429,1
336,1424096,1
367,1424182,0
439,1425087,1
341,1425140,0
677,1425748,0
626,1426541,0
341,1426661,0
408,1426843,1
399,1426960,0
442,1427850,0
408,1428770,0
435,1428837,0
435,1428964,0
690,1429585,0
404,1430210,0
375,1431029,1
379,1431102,1
426,1432110,0
356,1435456,0
321,1436622,0
397,1437117,0
416,1438673,1
307,1438673,1
336,1440092,0
336,1440589,0
626,1440926,0
354,1441841,0
393,1441849,0
341,1442003,1
341,1442451,0
341,1443897,0
422,1444189,0
393,1445055,1
341,1446100,0
433,1447352,1
389,1447532,0
399,1448291,0
626,1450252,0
344,1450935,0
341,1451231,0
375,1452328,0
372,1452425,0
341,1452949,0
443,1453484,0
433,1453830,1
367,1454790,0
367,1456506,0
443,1456875,0
436,1459461,0
426,1459510,1
330,1459518,1
363,1460106,0
354,1460459,1
423,1461064,1
443,1461259,1
422,1461412,0
355,1461999,0
422,1462388,1
375,1462427,1
614,1464239,0
344,1464462,0
375,1464481,0
345,1464638,0
375,1465355,0
310,1465857,0
626,1466168,1
355,1466368,0
378,1466646,0
626,1466872,1
626,1467225,0
375,1467324,0
375,1467325,0
626,1467796,1
442,1468516,1
422,1469414,0
321,1470463,0
307,1470641,1
330,1472308,1
307,1473514,0
620,1473596,0
356,1474352,1
435,1474828,0
347,1474844,0
626,1475110,0
363,1475115,0
422,1475540,0
355,1477098,0
354,1477141,0
397,1477755,1
354,1478166,0
354,1478199,0
355,1478381,0
375,1479443,0
347,1479835,0
367,1481374,0
367,1482817,0
325,1483733,0
330,1483742,1
423,1483748,0
426,1484339,0
344,1485201,1
626,1485547,1
341,1485650,0
436,1486215,0
367,1487181,1
372,1487656,1
321,1487907,0
422,1489054,0
442,1489236,0
433,1489840,1
690,1489865,0
408,1490381,1
345,1491343,0
325,1491847,0
426,1492005,1
419,1492464,1
353,1492467,0
399,1492539,1
416,1493435,1
378,1494904,0
378,1495137,1
690,1497415,0
426,1497437,1
435,1497631,0
389,1497795,0
677,1498382,0
344,1499251,0
400,1499350,0
442,1499596,0
310,1499832,0
310,1500053,0
400,1500392,0
355,1500424,0
344,1501040,0
439,1502745,0
344,1503464,0
354,1504726,1
436,1504907,0
336,1506068,0
436,1506347,0
336,1508081,0
414,1508975,0
353,1509662,0
344,1509681,0
353,1509875,0
379,1509998,0
354,1510992,0
427,1511345,0
362,1511702,1
375,1511853,1
367,1512074,0
443,1512185,1
336,1513280,1
626,1513699,0
442,1514007,0
626,1514817,0
646,1514817,0
626,1515218,1
442,1515689,0
379,1515861,0
435,1516482,1
344,1518016,0
422,1518122,0
399,1518190,1
347,1519038,0
321,1519223,0
379,1519706,0
394,1519706,0
378,1519874,0
344,1520093,0
626,1522020,0
336,1522136,0
400,1523116,1
400,1523526,0
367,1523782,0
356,1523802,0
367,1524044,0
355,1524084,0
367,1527001,0
363,1527680,1
367,1527861,0
344,1529495,0
397,1531635,0
414,1531859,0
394,1532699,1
399,1534889,1
394,1534973,1
394,1534974,1
394,1534975,0
394,1534976,0
367,1535024,0
690,1536888,0
394,1537262,1
341,1537316,0
646,1538000,0
341,1538954,1
367,1539234,1
646,1540603,0
408,1540881,1
344,1541383,0
336,1541943,0
677,1542964,0
354,1543064,1
347,1543068,0
336,1543234,0
354,1544150,1
426,1544522,1
354,1544859,0
310,1545339,0
367,1546828,0
626,1547010,0
354,1547678,1
367,1549581,1
341,1549797,0
426,1550053,1
354,1551186,1
307,1551525,0
325,1552151,0
347,1552594,0
393,1553054,0
347,1554255,0
442,1554719,0
341,1554870,0
439,1555051,0
356,1555167,0
677,1555171,1
442,1555175,0
341,1555248,0
626,1555757,1
436,1556033,0
379,1557431,1
439,1558991,0
690,1560865,0
389,1561413,0
347,1562600,0
325,1562815,1
341,1563183,0
356,1563396,1
356,1563456,0
442,1564667,0
394,1564815,0
445,1565180,0
356,1565425,0
393,1565543,0
363,1565717,0
397,1565734,0
344,1566662,0
347,1566885,1
414,1566994,0
436,1567110,0
690,1568103,0
690,1568104,0
378,1568624,1
443,1568807,0
344,1569422,0
436,1569560,0
393,1570364,0
379,1570935,0
330,1572419,1
436,1572439,0
367,1573004,1
626,1573812,0
433,1574394,0
399,1574510,0
363,1574736,0
354,1575412,1
356,1575489,1
677,1575652,0
347,1575731,1
355,1575950,0
367,1576327,1
354,1577254,1
362,1577621,1
426,1577848,0
439,1579351,0
427,1580804,1
393,1581586,0
355,1582985,0
362,1583395,0
353,1583965,0
393,1584050,0
422,1584374,0
397,1586466,0
354,1588544,1
355,1588595,0
646,1589183,0
330,1590458,0
362,1591982,0
363,1592273,1
414,1596771,0
347,1597217,0
435,1597385,0
436,1597720,0
436,1597832,0
336,1599413,0
436,1600738,0
426,1601829,0
690,1602084,0
436,1603477,0
330,1603792,0
426,1603986,0
362,1604209,0
408,1604408,1
353,1604505,0
394,1604781,0
439,1605095,1
336,1605714,0
419,1606331,0
325,1606633,0
354,1607774,0
354,1608292,0
408,1608300,1
355,1608574,0
354,1610000,0
408,1610287,0
321,1612500,0
341,1612621,1
310,1613083,1
379,1613356,0
341,1613778,1
321,1617718,0
347,1618927,0
416,1620713,1
307,1620713,0
408,1620865,0
379,1622974,1
355,1625949,0
344,1626672,0
372,1626811,0
626,1627493,0
362,1627792,1
626,1629055,1
646,1629055,0
375,1629210,1
378,1629895,0
375,1630509,0
422,1631328,0
353,1631881,0
443,1633115,1
393,1633442,1
367,1634739,0
433,1635146,0
397,1635398,0
394,1635819,0
354,1636186,0
354,1636591,0
330,1637258,1
347,1637794,1
419,1638259,0
362,1638355,0
389,1639506,0
330,1639627,0
436,1640169,1
344,1640228,0
341,1641211,0
363,1641795,0
325,1643816,1
355,1646948,0
436,1648105,0
443,1648429,1
362,1650250,1
400,1650675,0
426,1650966,0
354,1652679,0
354,1653930,1
355,1655645,0
626,1655648,0
344,1656617,0
426,1658016,1
436,1658089,0
389,1660339,0
422,1660866,0
422,1663474,1
433,1663771,0
690,1663939,0
433,1664027,0
347,1665449,0
325,1667028,0
325,1667030,0
626,1667131,0
443,1667304,0
310,1667759,1
436,1667781,1
397,1667814,0
307,1668089,0
363,1668384,0
354,1669654,0
355,1670265,0
389,1671352,1
626,1671598,0
341,1672451,0
321,1673317,1
356,1673413,0
330,1673420,1
626,1673910,0
321,1674498,1
419,1675489,0
341,1676591,1
400,1676640,0
354,1676681,0
397,1678182,0
614,1679052,0
443,1680132,0
427,1680166,0
372,1680593,0
439,1680686,0
372,1681557,0
394,1682430,0
646,1682688,0
379,1683114,0
367,1684140,0
433,1685870,0
626,1686809,0
408,1686904,0
436,1687116,0
393,1689450,0
393,1689454,1
367,1690323,0
341,1691553,1
426,1691922,0
354,1692104,1
354,1692325,1
354,1693353,1
677,1694127,0
347,1695024,0
646,1695806,1
362,1695867,0
408,1698256,0
408,1698368,0
400,1701879,1
408,1702011,0
408,1702236,1
367,1702546,0
367,1704054,0
367,1704600,0
408,1705024,0
433,1705690,0
408,1705789,1
436,1706129,0
325,1706478,0
336,1707062,0
367,1707215,0
416,1708178,0
367,1709373,0
325,1710222,0
363,1710752,0
426,1710752,0
363,1712559,0
646,1715486,0
353,1717013,0
367,1717015,0
310,1718069,1
408,1718264,1
379,1718294,0
379,1719236,0
363,1720072,0
442,1721092,0
408,1721259,0
442,1721512,0
379,1722536,0
393,1722895,0
367,1723859,0
336,1724499,0
443,1726983,1
408,1728581,0
372,1728784,0
408,1728933,0
347,1729635,0
436,1729948,0
422,1729989,0
416,1731421,0
379,1732463,0
355,1732972,1
356,1733336,0
354,1734192,0
372,1734352,1
344,1736100,0
378,1737063,0
325,1737511,1
439,1737614,0
690,1739514,0
427,1740597,0
690,1742724,1
375,1742839,0
353,1743812,0
367,1744966,0
423,1746708,1
321,1751025,0
426,1751438,0
330,1751976,0
355,1752128,0
321,1752293,0
426,1753425,0
626,1753507,1
344,1754614,0
354,1755111,1
347,1755288,1
336,1755665,0
422,1755913,0
646,1756984,0
325,1757752,0
442,1759788,0
399,1760040,0
341,1761171,1
355,1761700,0
356,1762057,0
445,1763796,0
363,1765021,0
362,1765033,0
355,1765751,1
344,1768559,1
353,1768786,0
408,1769057,1
307,1769891,0
307,1769913,0
344,1770081,0
442,1770413,0
378,1770689,0
354,1771724,0
321,1773002,1
690,1773307,0
389,1773372,0
367,1773567,1
427,1774049,0
445,1774922,1
436,1775712,1
408,1778549,0
439,1779144,0
436,1780662,1
442,1782262,0
363,1783478,0
347,1783812,0
341,1784331,0
307,1784859,0
367,1785315,1
445,1785321,0
408,1785349,0
389,1785356,1
626,1785400,1
408,1785845,0
422,1786486,0
354,1786670,0
408,1786856,0
341,1788703,0
408,1789423,0
626,1789645,0
416,1792169,1
344,1793569,0
344,1793747,0
416,1795062,0
426,1796162,1
389,1796185,0
354,1796192,1
426,1797959,0
354,1798220,1
363,1801583,1
330,1802854,0
426,1804133,0
422,1804747,0
408,1805219,0
354,1807100,0
394,1808130,0
433,1810620,1
330,1811000,1
344,1812662,0
355,1812939,0
354,1816035,0
442,1816144,0
442,1816312,1
442,1816522,1
442,1816532,1
393,1816598,0
341,1819323,0
325,1820132,0
355,1820483,0
325,1820632,0
341,1820753,0
389,1821512,0
399,1821969,0
419,1822907,0
330,1824238,1
443,1824390,0
345,1826356,0
389,1827843,0
422,1829618,0
422,1829751,1
336,1830628,0
354,1831146,1
344,1832316,1
310,1832415,0
341,1832978,0
344,1835909,0
347,1836295,0
355,1837109,0
426,1837454,0
356,1838360,0
347,1838646,0
344,1839233,1
354,1839489,1
354,1839705,0
442,1841475,0
426,1841702,0
690,1842415,0
347,1845544,0
422,1846637,1
363,1847246,0
363,1847612,0
325,1848482,0
442,1848952,0
690,1849190,0
354,1849549,0
626,1849875,0
408,1852578,0
690,1853779,1
362,1853995,0
363,1854192,0
422,653,0
443,715,1
690,1064,0
443,1122,0
414,1341,0
389,1599,0
436,1931,1
330,2325,0
435,2371,0
436,2534,0
330,4421,1
443,4721,1
330,4981,0
435,6462,0
399,7032,1
330,9780,1
419,10382,0
363,11049,0
347,13522,1
439,13667,1
690,14324,1
389,15229,1
330,17302,0
310,18248,0
427,19929,1
353,20365,1
646,20611,0
399,20825,0
353,20825,1
426,21560,1
307,21667,0
321,21715,0
341,22287,0
399,24141,0
394,24460,0
435,24977,1
436,26938,0
426,27375,0
442,27375,0
307,29374,0
354,29914,0
393,30265,0
397,30337,0
677,31383,0
414,31843,0
433,31888,0
435,32218,0
690,33511,0
435,35420,1
393,35680,0
389,35737,1
393,37595,1
443,38846,1
389,40210,1
389,40787,1
389,40804,0
435,41741,0
353,41974,1
389,42146,0
336,42254,0
394,42479,0
350,43875,1
321,43995,1
400,44416,0
435,44948,0
330,46429,0
367,46941,0
443,47108,0
330,48237,0
354,48637,0
330,49324,0
419,49740,0
389,49985,1
341,50316,0
389,50372,0
443,50734,0
350,51666,0
690,53119,0
626,53331,0
389,53631,0
367,53898,0
367,54101,1
690,54383,0
442,54619,1
389,54702,1
362,54876,0
389,55267,1
310,55294,1
389,55346,1
389,56353,0
414,56422,0
355,56528,0
389,56889,0
330,58302,1
389,58319,1
442,59182,0
399,59228,1
426,60110,0
389,60811,1
363,61245,1
367,62199,1
347,62273,1
330,63088,0
626,64001,1
347,64712,0
355,64937,0
389,64983,1
355,66881,1
426,67242,0
435,68298,0
439,68363,1
321,68827,0
399,69289,0
620,69398,1
347,69948,1
614,70786,0
330,70822,0
389,71278,0
435,72689,0
397,73501,0
355,73774,0
330,74398,0
330,74413,1
442,75151,0
427,75722,1
442,75972,1
433,77717,0
353,77791,0
443,78328,0
400,78500,0
363,78557,1
445,79223,0
330,79470,0
620,79489,0
389,79522,1
646,80294,0
375,81147,0
690,81539,0
443,81713,0
408,82304,1
399,82625,1
389,83598,1
442,83790,0
330,83859,0
443,84262,0
690,84330,0
330,84774,0
356,87132,0
353,87215,0
677,89435,0
330,91266,0
397,91785,0
321,95391,1
422,96221,1
690,96225,0
347,96243,0
436,96698,0
347,97386,1
436,97796,1
344,97988,0
690,98216,0
379,98752,0
393,99606,0
353,100237,1
310,100304,0
353,100620,0
445,100711,1
393,101440,1
426,101868,0
341,102753,0
353,103013,1
353,103766,0
443,104304,0
330,104395,0
419,104934,1
442,105077,1
330,105369,0
330,105761,0
330,106571,1
353,107086,0
330,107765,0
350,108221,1
353,108647,0
626,109380,0
442,109768,0
356,111436,0
436,112888,1
330,113676,0
355,114396,1
394,115196,0
422,117649,0
435,117991,0
336,118022,0
419,120071,0
325,120240,0
435,120836,0
436,121309,1
355,121850,0
367,123231,0
397,125034,0
353,125605,0
307,125806,1
389,126068,0
433,127701,0
414,128021,0
389,128702,0
393,128790,1
344,129589,0
690,129802,0
389,129807,1
427,130178,0
356,131564,0
620,132737,0
389,136036,1
399,137558,0
347,139189,0
419,139367,0
399,139948,0
353,139948,0
389,140816,0
433,141819,1
389,142051,0
620,142939,0
350,143984,1
336,144066,0
419,144296,0
445,144354,0
347,145153,0
439,145928,0
426,146052,0
341,148805,0
435,150579,0
350,151175,0
443,151707,1
389,152526,1
443,153137,0
347,154117,0
393,154719,1
345,154973,0
336,155345,0
427,155983,0
354,157070,0
379,157316,0
394,157480,0
436,157537,0
330,158055,0
435,158090,1
350,158189,0
400,158643,1
443,158966,0
350,159117,1
445,159258,1
341,159489,1
443,159599,0
445,159808,0
350,160696,0
436,161660,0
379,161941,0
690,162589,1
445,162781,1
330,163558,1
330,163664,0
330,163823,1
626,163873,0
427,164148,0
646,164266,1
330,165213,0
330,165365,1
330,166780,1
399,167187,1
436,168614,1
350,169760,1
379,169944,0
443,170086,0
399,171292,1
435,171425,0
436,172223,0
354,172397,0
443,173094,1
389,173866,0
379,173978,0
330,175229,0
400,175257,1
330,175333,0
330,175983,0
336,176757,0
355,180278,0
408,180399,1
445,180508,0
347,180772,0
690,181257,0
426,182834,0
336,182971,1
347,183106,1
379,183910,0
620,183952,0
330,184089,1
344,185805,0
330,186158,1
355,186434,0
350,186546,1
345,186710,0
427,186881,0
400,187470,0
423,187772,1
362,188112,0
400,189126,1
442,190817,0
435,191547,0
408,191752,0
408,192058,0
435,193299,0
416,193836,0
344,194405,0
442,195265,0
445,195806,1
367,198029,1
646,198186,1
690,198905,0
393,198945,1
321,199031,0
347,199145,1
307,199148,1
445,201552,1
400,202180,0
307,202742,0
355,203188,0
414,203722,0
427,204600,0
436,206158,0
690,208044,0
341,209324,0
442,209370,1
400,209819,0
341,210177,1
400,210198,0
341,210398,1
422,210513,0
414,211359,0
321,213203,0
350,213470,1
355,214003,1
414,214550,1
436,214578,0
400,216415,1
445,217270,0
379,218456,0
393,219118,0
400,220124,0
330,220334,1
439,220404,1
400,220834,0
347,221456,1
341,221997,0
389,222125,0
445,222922,0
347,225523,1
419,226328,0
435,226845,0
362,227347,0
435,227369,0
354,227395,0
414,227450,0
362,227575,1
355,227798,0
362,227916,0
436,228845,1
389,229659,0
443,230086,0
419,230596,0
435,230947,1
347,232061,0
375,232074,0
397,232575,0
354,232822,0
375,234393,0
330,234490,0
330,234907,1
436,234932,0
419,235002,1
422,235021,0
414,235921,1
375,236405,1
646,237759,0
355,238041,0
400,238067,0
439,238399,0
325,239886,0
399,241193,0
400,241865,0
435,242045,1
439,242495,1
355,243638,1
375,243970,0
336,244731,0
445,245417,0
347,245482,0
393,245490,0
646,245874,0
375,246031,1
389,246299,0
362,247190,0
427,247306,0
427,247496,1
341,247785,0
325,248208,0
375,248780,0
347,249328,1
436,249452,1
397,249543,0
367,249549,0
436,250417,1
378,250446,0
375,253393,0
347,255412,0
445,255599,0
419,255841,0
307,255875,0
379,256674,0
347,257127,0
347,257571,0
399,257584,0
347,259180,1
325,259481,0
310,259990,1
347,260386,1
399,260759,0
341,260768,1
367,261292,0
389,262512,1
400,262839,0
307,262908,0
378,263127,0
443,264156,1
408,264198,0
435,264528,1
347,265134,0
443,265210,0
353,266731,1
350,267050,1
389,267062,1
427,269048,1
347,269055,0
414,269901,0
362,269956,0
347,270746,0
350,270801,0
375,271103,0
426,271985,0
394,272851,0
321,273566,0
321,274086,1
389,274467,0
378,274587,0
389,275316,0
355,275542,0
345,276765,0
321,278350,0
626,278899,0
362,279302,0
341,280352,1
307,280473,0
347,282656,0
379,283963,1
408,284178,1
408,284434,0
408,284673,0
408,284848,0
408,285115,0
353,285226,0
408,285595,1
442,286115,0
375,286579,1
436,286962,0
347,287114,1
445,287432,0
344,287437,0
408,287461,0
394,287468,0
408,287533,1
389,289513,0
408,291832,1
347,291845,0
690,291946,0
442,292347,0
345,292368,1
375,292397,0
363,294170,0
330,295270,1
389,295314,0
435,295320,0
389,296323,0
347,296327,0
397,298277,0
677,298897,0
321,299075,0
400,300990,0
427,301383,1
330,302198,1
321,302716,1
389,302996,0
350,305101,0
347,306781,1
414,307672,0
394,309639,0
353,310273,0
341,310566,0
690,310658,0
394,311900,0
400,311952,1
442,312163,1
353,312240,0
443,312357,0
350,312577,0
336,312871,0
363,314174,0
439,314293,0
325,315059,0
443,315676,1
393,315968,0
690,317034,0
690,317443,1
341,318180,0
439,318421,1
426,318912,0
445,319198,0
341,320382,1
397,320402,0
345,322442,0
400,323354,1
443,323607,1
414,324085,0
443,324506,1
400,325851,1
330,328669,0
397,329483,1
442,331492,1
353,331876,1
442,332146,0
389,332181,0
347,332348,0
363,332904,1
347,334269,0
443,334606,0
435,334619,1
362,334873,1
354,334967,0
414,335039,1
354,335138,0
354,335352,0
422,336086,1
422,336128,1
354,337265,1
442,339269,1
325,342199,1
414,346145,0
414,346596,0
345,347052,0
372,348054,1
400,348913,0
367,349450,0
426,349505,0
372,349812,0
307,350252,1
439,350357,1
443,350408,1
422,350946,0
399,352703,0
443,352981,0
419,353133,0
435,353510,0
690,354736,0
310,355867,1
399,356457,0
445,357038,0
321,357357,1
414,357559,0
375,357747,0
620,358161,0
347,358993,1
435,359488,0
336,359900,0
408,362124,1
690,362492,0
626,362838,0
389,364057,0
414,364356,0
347,364500,0
439,365312,0
363,365604,0
626,365604,1
344,365736,0
404,366153,0
350,367823,0
307,368058,0
356,368667,0
626,368880,1
363,369520,1
345,369613,0
372,370824,0
330,371483,0
445,371662,0
393,373185,1
626,374110,1
350,374459,1
330,374783,1
344,375610,0
426,375752,0
435,378668,0
354,379667,1
354,380567,0
379,380754,1
427,381983,0
330,382211,0
426,382634,0
355,382976,0
350,383188,0
423,383500,0
414,383606,0
341,383634,0
330,383851,1
330,383954,0
341,384513,0
345,384746,0
400,384925,0
389,385323,1
330,385419,0
330,386837,1
345,386916,0
439,387571,1
445,387999,0
442,388104,0
353,390508,1
427,390589,0
408,390748,0
408,391008,0
445,391463,1
445,391464,1
439,391673,0
439,391674,0
394,391930,0
394,391931,1
355,392356,0
356,393919,1
404,395001,0
442,395223,0
372,395626,0
439,395996,0
690,396898,1
393,397437,1
353,398329,0
442,398466,1
435,399083,0
353,400763,0
435,401561,0
330,401575,1
445,402999,0
399,403104,0
436,404451,0
614,404493,0
378,404736,0
445,405288,0
363,405330,1
397,405432,0
626,405438,0
307,406183,0
422,406603,0
393,406687,0
345,407664,0
363,408234,0
400,408248,1
436,408283,1
393,408505,1
310,408546,1
393,408853,0
400,409140,0
350,409342,1
435,409576,0
393,410440,1
350,410975,1
330,411065,0
426,411412,0
436,411679,1
363,411931,1
367,412179,0
353,412382,1
436,412452,1
363,413644,0
362,413957,0
330,414086,0
427,414640,0
442,414693,1
399,415420,1
350,415421,1
379,417020,0
341,417313,0
355,417590,0
341,418017,0
345,419133,1
345,419217,1
345,419218,0
330,419791,0
310,419885,0
310,421195,0
321,426084,0
330,427741,0
330,428303,0
310,428482,0
363,428823,0
330,429104,0
330,429519,0
423,429675,0
393,430718,1
310,431594,0
400,432815,0
423,432952,0
404,433039,0
347,434337,0
442,435262,1
427,436374,0
422,437529,0
345,438220,1
400,438433,0
341,438764,0
435,438781,0
372,439668,0
330,441057,0
330,441983,0
408,442386,1
408,442583,1
397,442590,1
408,443776,1
408,443944,1
378,445373,0
367,445714,1
321,446205,0
414,446627,0
321,447171,1
347,447757,0
372,447943,1
435,448621,0
372,449033,0
404,450456,0
443,451255,0
427,451445,0
426,451820,0
443,452421,0
321,453179,0
372,453286,1
422,455369,0
400,455470,1
423,456305,0
347,457729,0
389,457783,0
422,457816,1
443,458704,1
443,459034,0
443,459667,0
321,459909,0
399,460578,1
345,460952,1
310,462247,0
427,462302,0
443,462481,0
345,462775,0
345,463843,0
367,464818,0
614,464839,0
426,467040,0
307,467194,1
439,467287,0
419,467553,0
433,467565,0
404,467701,1
426,468148,0
330,469461,0
363,469735,0
436,469735,1
690,469817,0
307,470005,0
445,472563,0
355,472790,1
414,473116,1
356,473270,0
356,473431,0
445,473662,0
426,476895,0
307,477730,0
345,478303,0
353,478465,0
439,479938,0
345,480975,0
614,481377,0
427,482175,0
397,482640,0
353,482843,1
443,483147,1
419,484135,0
393,484165,0
690,484298,0
422,484486,1
400,484781,0
400,485304,1
439,485509,1
353,487209,0
404,487511,0
321,487736,1
677,488102,0
362,490397,0
393,490728,0
414,491566,0
399,492257,0
408,495853,0
439,496622,0
626,497152,0
626,497300,1
307,497476,1
372,498450,0
399,500145,0
626,500222,0
372,501008,0
379,501105,1
389,501189,0
345,504410,0
614,504747,0
427,505559,0
350,507489,0
408,507968,1
362,510341,1
435,512453,1
347,513027,0
389,513782,1
626,514167,0
307,514184,1
389,514535,0
307,514729,0
389,514959,0
389,515499,0
416,515612,0
439,515788,1
307,517089,1
626,518438,0
389,518800,0
367,518829,0
416,518909,1
439,518922,0
620,520073,0
442,520115,0
307,520656,0
363,521650,0
439,522258,0
389,522953,1
347,522995,0
419,523074,0
363,523233,0
626,524374,0
321,524465,0
435,524870,1
436,524891,0
356,524898,1
389,525442,1
379,527055,0
397,528554,0
399,529662,0
620,530120,0
439,530916,0
690,531755,0
435,531921,0
325,531947,1
439,532315,1
400,533308,0
344,534481,0
419,535064,0
378,535460,0
439,535672,0
435,536112,0
435,536113,1
614,536437,0
307,538183,1
439,538840,0
426,538882,0
336,541521,0
439,541826,1
414,542262,0
321,542634,1
439,543571,0
439,545146,0
439,545211,1
433,546614,0
646,546738,0
310,546921,1
426,549564,0
362,551292,1
427,552447,0
330,552520,0
408,552727,1
378,552910,0
439,553105,0
379,553424,0
389,553823,0
439,554464,0
439,554893,0
419,554893,0
439,554894,1
419,554894,0
393,555357,0
336,556098,0
397,556316,1
435,556808,0
389,556810,0
443,556861,0
321,557121,1
690,557804,0
347,558237,0
439,558904,0
433,560082,0
439,560285,1
330,560441,0
433,560453,0
363,562667,1
345,563269,0
439,565313,1
354,567210,1
389,567945,0
389,569509,0
372,570081,0
341,570601,0
389,570751,0
620,571787,0
379,572368,0
344,572459,0
399,572569,0
427,572831,0
321,573133,0
445,573305,0
321,573572,1
336,573942,0
355,574133,0
397,574510,0
408,575970,0
408,576529,0
353,577135,1
336,578783,0
363,579037,0
353,580328,0
353,580577,1
416,581036,0
614,581098,1
439,582167,0
614,582354,0
363,584756,0
433,586027,0
310,586708,0
408,587473,0
310,587719,0
353,590687,0
347,590888,0
442,591377,0
