duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
115.8571428571,1,366,440183,The Last Days of Apartheid,8350,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 2, 's5': 2, 's4': 2, 's2': 1, 's1': 1})",12,6,7,0.4225777935,"Counter({'none': 0.66363941772356, 's3': 0.25315276130318654, 's5': 0.25315276130318654, 's4': 0.22719061548595637, 's2': 0.14398279451270307, 's1': 0.14398279451270307})",0.3371271013,"Counter({'none': 0.5714285714285714, 's3': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285})",0.2531527613,0.6636394177,0,0,0,0
39.7142857143,1,160,442113,India Seeks U.S. Talks,4122,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's5': 3, 's4': 3, 's2': 2, 's1': 2, 's6': 2})",19,7,7,0.5130351938,"Counter({'none': 0.7222739531791473, 's3': 0.27772604682085256, 's5': 0.27772604682085256, 's4': 0.27772604682085256, 's2': 0.22473415600503052, 's1': 0.22473415600503052, 's6': 0.22473415600503052})",0.4006768363,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's5': 0.42857142857142855, 's4': 0.42857142857142855, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's6': 0.2857142857142857})",0.2777260468,0.7222739532,0,0,0,0
157.7142857143,1,451,442346,Unresolved Questions,9984,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s8': 5, 's7': 5, 's5': 5, 's6': 5, 's4': 5, 's3': 4, 's1': 4, 's9': 3, 's2': 2, 'none': 1})",39,10,7,0.5491531437,"Counter({'s8': 0.7894553264431119, 's5': 0.7894553264431119, 's6': 0.7894553264431119, 's4': 0.7894553264431119, 's7': 0.7648856678211289, 's3': 0.6861407223769384, 's1': 0.6861407223769384, 's9': 0.54988048666605, 's2': 0.31408202981308164, 'none': 0.13179972811269763})",0.4647813162,"Counter({'s8': 0.7142857142857143, 's7': 0.7142857142857143, 's5': 0.7142857142857143, 's6': 0.7142857142857143, 's4': 0.7142857142857143, 's3': 0.5714285714285714, 's1': 0.5714285714285714, 's9': 0.42857142857142855, 's2': 0.2857142857142857, 'none': 0.14285714285714285})",0.7894553264,0.1317997281,1,1,1,1
86.7142857143,1,147,442826,Different Names For the Storms,3641,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 5, 's2': 4, 's1': 4, 'none': 2, 's4': 2})",17,5,7,0.3733369657,"Counter({'s3': 0.6256983468708265, 's2': 0.5665450586041477, 's1': 0.5665450586041477, 'none': 0.3743016531291736, 's4': 0.2508641248476672})",0.4104191502,"Counter({'s3': 0.7142857142857143, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 'none': 0.2857142857142857, 's4': 0.2857142857142857})",0.6256983469,0.3743016531,0,0,1,1
66.7142857143,1,77,443766,Dispute Delays Ireland Talks,968,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 'none': 3})",7,2,7,0.4634888568,"Counter({'none': 0.6747646926510276, 's1': 0.3252353073489726})",0.4285714286,"Counter({'s1': 0.5714285714285714, 'none': 0.42857142857142855})",0.3252353073,0.6747646927,0,0,0,0
45.2857142857,1,129,445476,Ford Recalls Million Vehicles With a Variety of Problems,2907,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 5, 's5': 5, 's4': 5, 's3': 4, 's1': 4, 'none': 1})",24,6,7,0.5700176162,"Counter({'s2': 0.7891072570949224, 's4': 0.7891072570949224, 's5': 0.7739062479423452, 's1': 0.7139565107093326, 's3': 0.6133936167372195, 'none': 0.15094300567206512})",0.4964791732,"Counter({'s2': 0.7142857142857143, 's5': 0.7142857142857143, 's4': 0.7142857142857143, 's3': 0.5714285714285714, 's1': 0.5714285714285714, 'none': 0.14285714285714285})",0.7891072571,0.1509430057,2,1,1,1
75.1428571429,1,130,445489,Korea to Act On Inflation,2981,435,What measures have been taken worldwide and what countries have been effective in curbing population growth?,curbing population growth,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s5': 3, 'none': 2, 's3': 2, 's2': 2, 's1': 2, 's4': 1})",12,6,7,0.2168601546,"Counter({'none': 0.47383862729069426, 's5': 0.3756341130704956, 's3': 0.2867446587355298, 's1': 0.18169882153561862, 's2': 0.1786279605758494, 's4': 0.0577178924381574})",0.1729996744,"Counter({'s5': 0.42857142857142855, 'none': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's4': 0.14285714285714285})",0.3756341131,0.4738386273,0,0,0,1
70.4285714286,1,93,445588,"Dangling by Ropes, Firefighters Rescue Trapped Men",1519,442,Find accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause.,heroic acts,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 6, 's1': 5, 'none': 1})",12,3,7,0.6861596967,"Counter({'s2': 0.8678674939625252, 's1': 0.7889237273226701, 'none': 0.13213250603747503})",0.6445492336,"Counter({'s2': 0.8571428571428571, 's1': 0.7142857142857143, 'none': 0.14285714285714285})",0.867867494,0.132132506,2,1,1,2
40.7142857143,1,96,445629,Gulf War Security Measures To Be Eased at U.S. Airports,1620,341,"A relevant document would discuss the effectiveness of efforts to better scrutinize passengers and luggage on all flights, but particularly international flights.",Airport Security,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's2': 2, 'none': 2, 's1': 2})",10,4,7,0.2387838975,"Counter({'s3': 0.4606330095687435, 'none': 0.360643737806955, 's1': 0.3291612084708553, 's2': 0.22687587952643706})",0.2839409977,"Counter({'s3': 0.5714285714285714, 's2': 0.2857142857142857, 'none': 0.2857142857142857, 's1': 0.2857142857142857})",0.4606330096,0.3606437378,0,0,1,1
185,1,335,445631,Firefighters Rescue Two Men Trapped In Burning Building,7754,442,Find accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause.,heroic acts,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s8': 5, 's7': 5, 's5': 5, 's9': 4, 's3': 3, 's2': 3, 's1': 3, 's4': 3, 's6': 2, 'none': 1})",34,10,7,0.4267707697,"Counter({'s8': 0.7949364169678258, 's7': 0.7949364169678258, 's5': 0.6269914421609294, 's9': 0.5737811412704347, 's2': 0.5397161699372027, 's4': 0.4763755227280144, 's3': 0.4740084766989916, 's1': 0.4564184234464609, 's6': 0.3209279402688343, 'none': 0.15422032817070236})",0.409662891,"Counter({'s8': 0.7142857142857143, 's7': 0.7142857142857143, 's5': 0.7142857142857143, 's9': 0.5714285714285714, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's4': 0.42857142857142855, 's6': 0.2857142857142857, 'none': 0.14285714285714285})",0.794936417,0.1542203282,2,1,1,1
123,1,371,445653,42 KILLED IN JAPAN IN TRAIN COLLISION,8452,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's4': 4, 's9': 3, 's3': 3, 's1': 3, 's7': 3, 's5': 3, 's8': 2, 's10': 2, 's6': 2, 'none': 1})",30,11,7,0.2969187227,"Counter({'s2': 0.6976707392132206, 's7': 0.5431198801922976, 's4': 0.5369475849897006, 's9': 0.47342504569970995, 's1': 0.47342504569970995, 's3': 0.4455573275347775, 's5': 0.419764749333137, 's8': 0.3562422100431463, 's6': 0.3562422100431463, 's10': 0.27173369467748665, 'none': 0.14949160400515732})",0.2586821151,"Counter({'s2': 0.5714285714285714, 's4': 0.5714285714285714, 's9': 0.42857142857142855, 's3': 0.42857142857142855, 's1': 0.42857142857142855, 's7': 0.42857142857142855, 's5': 0.42857142857142855, 's8': 0.2857142857142857, 's10': 0.2857142857142857, 's6': 0.2857142857142857, 'none': 0.14285714285714285})",0.6976707392,0.149491604,1,1,1,1
201.1428571429,1,325,445759,British Chief and Ulster Unionists Agree to Keep Peace Talks Going,7575,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 's6': 4, 's5': 4, 's4': 4, 's3': 3, 's7': 3, 's2': 2, 'none': 1})",25,8,7,0.3705023625,"Counter({'s6': 0.6555215444781527, 's4': 0.6480444752913678, 's5': 0.6179890207237642, 's1': 0.5678454457665264, 's3': 0.5562561302239997, 's7': 0.5061125552667618, 's2': 0.2263149186759662, 'none': 0.19095721995471462})",0.3428146027,"Counter({'s1': 0.5714285714285714, 's6': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's3': 0.42857142857142855, 's7': 0.42857142857142855, 's2': 0.2857142857142857, 'none': 0.14285714285714285})",0.6555215445,0.19095722,0,0,1,1
101,1,191,445818,Casino Losses In Atlantic City,5002,372,Identify documents that discuss the growth of Native American casino gambling.,Native American casino,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's4': 3, 's3': 2, 's2': 2, 's1': 2})",13,5,7,0.4644917213,"Counter({'none': 0.6816802147787476, 's4': 0.3183197852212523, 's3': 0.23957483977706182, 's2': 0.23957483977706182, 's1': 0.23957483977706182})",0.380952381,"Counter({'none': 0.5714285714285714, 's4': 0.42857142857142855, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857})",0.3183197852,0.6816802148,0,0,0,0
87.2857142857,1,161,446102,Saturn Wrinkle On New-Car Sales,4163,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's1': 4, 's3': 1, 'none': 1})",10,4,7,0.3394719868,"Counter({'s1': 0.6139482138996578, 's2': 0.493829654083384, 'none': 0.20974211496408404, 's3': 0.17654767673940192})",0.3787773706,"Counter({'s2': 0.5714285714285714, 's1': 0.5714285714285714, 's3': 0.14285714285714285, 'none': 0.14285714285714285})",0.6139482139,0.209742115,1,1,1,1
66.1428571429,1,334,447103,Drug Traffickers Free 2 Bogota Journalists,7742,354,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.",journalist risks,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's9': 3, 's1': 3, 's10': 3, 's8': 2, 's3': 2, 's6': 2, 's7': 1, 's5': 1, 'none': 1, 's11': 1})",23,11,7,0.2487166941,"Counter({'s2': 0.5798182639659044, 's1': 0.5001432776072507, 's9': 0.4708661307521072, 's10': 0.22374593747425522, 's3': 0.17236772782644078, 'none': 0.15584298004322758, 's6': 0.15220064698860664, 's8': 0.12292350013346307, 's5': 0.10082243734079216, 's11': 0.10082243734079216, 's7': 0.07154529048564859})",0.2387898401,"Counter({'s2': 0.5714285714285714, 's9': 0.42857142857142855, 's1': 0.42857142857142855, 's10': 0.42857142857142855, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's6': 0.2857142857142857, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 'none': 0.14285714285714285, 's11': 0.14285714285714285})",0.579818264,0.15584298,0,0,1,1
77.1428571429,1,186,447472,Steinbrenner Gives Up Posts,4846,399,Identify documents that discuss the activities or equipment of oceanographic vessels.,oceanographic vessels,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's2': 4, 's1': 3, 's4': 3, 's5': 2, 'none': 1, 's6': 1})",18,7,7,0.2162747198,"Counter({'s2': 0.4749893221415101, 's4': 0.4685800315123733, 's3': 0.4374567983871217, 's1': 0.29552487836251573, 's5': 0.283935562819989, 'none': 0.19095721995471462, 's6': 0.1345265736085981})",0.3061470212,"Counter({'s3': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.42857142857142855, 's4': 0.42857142857142855, 's5': 0.2857142857142857, 'none': 0.14285714285714285, 's6': 0.14285714285714285})",0.4749893221,0.19095722,1,1,1,1
85.7142857143,1,241,447980,Patents; Chip Uses Light Signals to Spur Data Processing,6124,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 6, 's1': 5, 's4': 5, 's3': 4, 's5': 3, 's6': 2, 'none': 1})",26,7,7,0.5356861539,"Counter({'s2': 0.8457796718292977, 's4': 0.7949364169678258, 's1': 0.7749793176862724, 's3': 0.610516524080228, 's5': 0.5397161699372027, 's6': 0.31856089423981143, 'none': 0.15422032817070236})",0.5181871395,"Counter({'s2': 0.8571428571428571, 's1': 0.7142857142857143, 's4': 0.7142857142857143, 's3': 0.5714285714285714, 's5': 0.42857142857142855, 's6': 0.2857142857142857, 'none': 0.14285714285714285})",0.8457796718,0.1542203282,1,1,1,1
65.1428571429,1,314,448143,"Review/Dance; After Last-Minute Substitution, Official 'Bayadere' Debut",7397,375,What is the status of research on hydrogen as a feasible energy source?,hydrogen energy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's2': 3, 's1': 3, 's3': 2, 's4': 2})",14,5,7,0.5769903547,"Counter({'none': 0.7785837264240598, 's2': 0.22141627357594035, 's1': 0.22141627357594035, 's3': 0.17057301871446848, 's4': 0.17057301871446848})",0.4006768363,"Counter({'none': 0.5714285714285714, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's3': 0.2857142857142857, 's4': 0.2857142857142857})",0.2214162736,0.7785837264,0,0,0,0
80.8571428571,1,312,449364,Picasso Replaced by Forgery In 80's Appears at Sotheby's,7350,422,What incidents have there been of stolen or forged art?,"art, stolen, forged",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's3': 3, 's1': 3, 's7': 3, 's6': 3, 's4': 3, 'none': 1, 's5': 1})",21,8,7,0.2901616542,"Counter({'s2': 0.5972531508153884, 's1': 0.5362765982242252, 's4': 0.5362765982242252, 's6': 0.5019417859219985, 's7': 0.4055991321507387, 's3': 0.28785243211760025, 'none': 0.1535283480535851, 's5': 0.1504379558465537})",0.2718729263,"Counter({'s2': 0.5714285714285714, 's3': 0.42857142857142855, 's1': 0.42857142857142855, 's7': 0.42857142857142855, 's6': 0.42857142857142855, 's4': 0.42857142857142855, 'none': 0.14285714285714285, 's5': 0.14285714285714285})",0.5972531508,0.1535283481,2,1,1,1
58.8571428571,1,325,449472,Chemical Sensor Uses Fiber Optics,7585,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s5': 5, 's3': 3, 's1': 3, 'none': 1, 's6': 1})",13,5,7,0.3888662843,"Counter({'s5': 0.7200530280856994, 's1': 0.5062714152534232, 's3': 0.38788876612339096, 's6': 0.15767663380084387, 'none': 0.1291657102861778})",0.3751321834,"Counter({'s5': 0.7142857142857143, 's3': 0.42857142857142855, 's1': 0.42857142857142855, 'none': 0.14285714285714285, 's6': 0.14285714285714285})",0.7200530281,0.1291657103,1,1,1,1
98,1,201,451032,Latin Population Puts Pressure on the U.S.,5256,435,What measures have been taken worldwide and what countries have been effective in curbing population growth?,curbing population growth,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's1': 4, 's5': 3, 's4': 3, 'none': 2, 's3': 1})",17,6,7,0.302216349,"Counter({'s1': 0.5386670634406082, 's2': 0.4521647747000364, 's5': 0.44810758320926625, 'none': 0.40042652766037634, 's4': 0.3616052944686943, 's3': 0.20276243935521518})",0.329195911,"Counter({'s2': 0.5714285714285714, 's1': 0.5714285714285714, 's5': 0.42857142857142855, 's4': 0.42857142857142855, 'none': 0.2857142857142857, 's3': 0.14285714285714285})",0.5386670634,0.4004265277,0,0,1,1
90.4285714286,1,292,452409,Recycling and Incineration Dispose of Different Kinds of Waste,7031,419,What new uses have been developed for old automobile tires as a means of tire recycling?,"recycle, automobile tires",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 3, 's2': 3, 's6': 3, 's5': 3, 's4': 3, 's3': 2, 's1': 2})",19,7,7,0.3849305686,"Counter({'none': 0.615830239109309, 's5': 0.3250164726240123, 's4': 0.3250164726240123, 's2': 0.31001741311434594, 's6': 0.31001741311434594, 's3': 0.2508641248476672, 's1': 0.2508641248476672})",0.3004476703,"Counter({'none': 0.42857142857142855, 's2': 0.42857142857142855, 's6': 0.42857142857142855, 's5': 0.42857142857142855, 's4': 0.42857142857142855, 's3': 0.2857142857142857, 's1': 0.2857142857142857})",0.3250164726,0.6158302391,0,0,0,0
66,1,270,452978,Travel Advisory; Exhibit Honors Blacks' Inventions,6655,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's2': 3, 's1': 2, 's5': 2, 's4': 2, 'none': 1})",14,6,7,0.3221162514,"Counter({'s3': 0.6927851278507796, 's2': 0.5280335417992683, 's1': 0.3305329811197107, 's5': 0.3305329811197107, 'none': 0.17459812248657544, 's4': 0.13771690150450014})",0.2698847179,"Counter({'s3': 0.5714285714285714, 's2': 0.42857142857142855, 's1': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 'none': 0.14285714285714285})",0.6927851279,0.1745981225,0,0,1,1
102.8571428571,1,437,453577,U.S. Raises Objections To Antarctica Pact,9748,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s10': 6, 's9': 5, 's2': 5, 's11': 4, 's4': 4, 's5': 3, 's6': 3, 's3': 2, 's7': 2, 's12': 2, 's1': 2, 's8': 1, 'none': 1})",40,13,7,0.3906990372,"Counter({'s10': 0.8090427800452854, 's9': 0.7473098895455208, 's2': 0.7097773657911324, 's4': 0.6179890207237642, 's6': 0.5562561302239997, 's11': 0.4749893221415101, 's1': 0.40684714101260877, 's5': 0.37572390788735704, 's3': 0.283935562819989, 's7': 0.23379198786275115, 's12': 0.23379198786275115, 'none': 0.19095721995471462, 's8': 0.1345265736085981})",0.4241973108,"Counter({'s10': 0.8571428571428571, 's9': 0.7142857142857143, 's2': 0.7142857142857143, 's11': 0.5714285714285714, 's4': 0.5714285714285714, 's5': 0.42857142857142855, 's6': 0.42857142857142855, 's3': 0.2857142857142857, 's7': 0.2857142857142857, 's12': 0.2857142857142857, 's1': 0.2857142857142857, 's8': 0.14285714285714285, 'none': 0.14285714285714285})",0.80904278,0.19095722,1,1,1,1
225.7142857143,1,224,453578,Bird Species In Northwest 'Threatened',5758,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 's6': 4, 's5': 4, 's4': 4, 's7': 3, 'none': 2, 's3': 2, 's2': 2})",25,8,7,0.3304727558,"Counter({'s5': 0.5783797096018818, 's4': 0.5783797096018818, 's6': 0.5629183385131616, 's1': 0.46657568474190186, 's7': 0.3901377610620185, 'none': 0.360643737806955, 's3': 0.32321853329769684, 's2': 0.32321853329769684})",0.3455590091,"Counter({'s1': 0.5714285714285714, 's6': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's7': 0.42857142857142855, 'none': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857})",0.5783797096,0.3606437378,0,0,1,1
79.2857142857,1,166,454741,Unmade in Japan,4345,321,"Pertinent documents will reflect the fact that women continue to be poorly represented in parliaments across the world, and the gap in political power between the sexes is very wide, particularly in the Third World.",Women in Parliaments,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 'none': 3})",7,2,7,0.450937998,"Counter({'s1': 0.6304852318389279, 'none': 0.36951476816107204})",0.4285714286,"Counter({'s1': 0.5714285714285714, 'none': 0.42857142857142855})",0.6304852318,0.3695147682,1,1,1,1
34,1,87,455207,"Ford Recalls 72,600 Trucks That Were Sold in California",1265,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 6, 's3': 3, 's2': 3})",12,3,7,0.5704505258,"Counter({'s1': 0.8528645069574183, 's3': 0.46664183567594775, 's2': 0.4388782555963117})",0.5776803818,"Counter({'s1': 0.8571428571428571, 's3': 0.42857142857142855, 's2': 0.42857142857142855})",0.852864507,0,0,0,1,1
137.4285714286,1,298,456880,"Bravo, Brazil",7126,400,What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest?,Amazon rain forest,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 6, 's4': 5, 's3': 2, 's1': 2, 's6': 1, 's5': 1})",17,6,7,0.6805431394,"Counter({'s2': 0.9588978258818913, 's4': 0.7176306295465825, 's3': 0.20540402485835643, 's6': 0.16430185074024767, 's1': 0.09674749176238912, 's5': 0.05564531764428035})",0.5699447351,"Counter({'s2': 0.8571428571428571, 's4': 0.7142857142857143, 's3': 0.2857142857142857, 's1': 0.2857142857142857, 's6': 0.14285714285714285, 's5': 0.14285714285714285})",0.9588978259,0,1,1,1,2
74.1428571429,1,330,458603,Ontario Town May Get Mill,7673,307,"Identify hydroelectric projects proposed or under construction by country and location. Detailed description of nature, extent, purpose, problems, and consequences is desirable.",New Hydroelectric Projects,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 5, 's6': 3, 's5': 3, 's4': 3, 'none': 2, 's3': 2, 's1': 2, 's7': 1})",21,8,7,0.2954442799,"Counter({'none': 0.5139055100957424, 's2': 0.48609448990425774, 's5': 0.3553653298388575, 's4': 0.3370915462911501, 's6': 0.32368441764807687, 's1': 0.2681444414516676, 's3': 0.2498706579039603, 's7': 0.17780251354972354})",0.3148283812,"Counter({'s2': 0.7142857142857143, 's6': 0.42857142857142855, 's5': 0.42857142857142855, 's4': 0.42857142857142855, 'none': 0.2857142857142857, 's3': 0.2857142857142857, 's1': 0.2857142857142857, 's7': 0.14285714285714285})",0.4860944899,0.5139055101,0,0,1,1
127,1,274,460194,Two Airlines Agree To Halt Shipments Of Exotic Wild Birds,6749,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s4': 5, 's3': 3, 's2': 3, 'none': 2, 's1': 2, 's5': 2})",17,6,7,0.3029196179,"Counter({'s4': 0.5256168976257853, 'none': 0.47438310237421455, 's3': 0.3756971314038709, 's2': 0.3280356103085689, 's5': 0.2951840510571711, 's1': 0.24752252996186913})",0.3414152894,"Counter({'s4': 0.7142857142857143, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 'none': 0.2857142857142857, 's1': 0.2857142857142857, 's5': 0.2857142857142857})",0.5256168976,0.4743831024,1,1,1,1
71,1,353,460278,No Spot Is Too Remote for Seagoing Trash,8097,355,Identify documents discussing the development and application of space-borne ocean remote sensing.,ocean remote sensing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's4': 3, 's2': 2, 's7': 2, 's8': 1, 's1': 1, 's6': 1, 's5': 1})",18,9,7,0.5216936383,"Counter({'none': 0.7412342008585107, 's3': 0.2587657991414894, 's4': 0.2587657991414894, 's2': 0.2039507460114219, 's7': 0.2039507460114219, 's8': 0.1352366474011298, 's1': 0.1352366474011298, 's6': 0.1352366474011298, 's5': 0.1352366474011298})",0.3768673125,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's4': 0.42857142857142855, 's2': 0.2857142857142857, 's7': 0.2857142857142857, 's8': 0.14285714285714285, 's1': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285})",0.2587657991,0.7412342009,0,0,0,0
78.8571428571,1,135,461479,Patents; Following the Ball at a Driving Range,3143,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's1': 4, 's2': 3, 'none': 2, 's4': 2})",15,5,7,0.3586999297,"Counter({'s1': 0.618814238547952, 's3': 0.5871251789843789, 's2': 0.5350035242595258, 's4': 0.3614862533141302, 'none': 0.32906410672719505})",0.3279405403,"Counter({'s3': 0.5714285714285714, 's1': 0.5714285714285714, 's2': 0.42857142857142855, 'none': 0.2857142857142857, 's4': 0.2857142857142857})",0.6188142385,0.3290641067,0,0,1,1
93.2857142857,1,371,462167,France Drops Plans to Build New Nuclear Missile System,8458,620,How did France respond to protests against its nuclear testing in the South Pacific?,France nuclear testing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 3, 's3': 3, 's1': 3, 's7': 2, 's6': 2, 's4': 2, 's8': 1, 's2': 1, 's5': 1})",18,9,7,0.3209489302,"Counter({'none': 0.5706659471523281, 's3': 0.3745189997176044, 's1': 0.2587657991414894, 's7': 0.2039507460114219, 's6': 0.1900517005311973, 's4': 0.1900517005311973, 's8': 0.1352366474011298, 's2': 0.1352366474011298, 's5': 0.1352366474011298})",0.2613800888,"Counter({'none': 0.42857142857142855, 's3': 0.42857142857142855, 's1': 0.42857142857142855, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's4': 0.2857142857142857, 's8': 0.14285714285714285, 's2': 0.14285714285714285, 's5': 0.14285714285714285})",0.3745189997,0.5706659472,0,0,0,1
38.4285714286,1,114,462286,2 Are Injured in Attacks With Baseball Bats,2321,336,A relevant document would discuss the frequency of vicious black bear attacks worldwide and the possible causes for this savage behavior.,Black Bear Attacks,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's2': 2, 's3': 1})",10,4,7,0.468119137,"Counter({'none': 0.6934490857842889, 's1': 0.30655091421571107, 's2': 0.24161341202046543, 's3': 0.16021019019447802})",0.3857596967,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's2': 0.2857142857142857, 's3': 0.14285714285714285})",0.3065509142,0.6934490858,0,0,0,0
